make,model,customer_type,next_service_due_days,customer_feedback,feedback_score,preferred_channels,personalized_message,customer_cluster
Toyota,Yaris,Retail,180,Unresponsive,5,"['Email', 'SMS']",Dear valued Retail customer: Keep your Toyota Yaris running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Hyundai,i20,Retail,180,Smooth Process,2,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Hyundai i20. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Honda,Jazz,Fleet,-57,Average,4,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Honda Jazz running smooth—service is due in -57. Tap here to confirm your spot with AutoMoto AI!,2
Ford,EcoSport,Corporate,299,Delayed Pickup,2,"['WhatsApp', 'Email']",Hello Corporate customer! Your Ford EcoSport needs maintenance in 299 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Maruti,Dzire,Retail,180,Unresponsive,5,"['WhatsApp', 'Email']",Hello Retail customer! Your Maruti Dzire needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Toyota,Yaris,Retail,446,Satisfied,2,"['WhatsApp', 'Email']",Hello Retail customer! Your Toyota Yaris needs maintenance in 446 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Ford,Figo,Fleet,180,Poor Service,5,"['WhatsApp', 'Email']",Hello Fleet customer! Your Ford Figo needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Toyota,Innova,Corporate,62,Smooth Process,5,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Toyota Innova. Service due in 62 days. Book via AutoMoto AI for an extra 10% off!,0
Honda,City,Retail,32,Smooth Process,5,"['Email', 'SMS']",Dear valued Retail customer: Keep your Honda City running smooth—service is due in 32. Tap here to confirm your spot with AutoMoto AI!,2
Honda,Jazz,Corporate,180,Poor Service,2,"['WhatsApp', 'Email']",Hello Corporate customer! Your Honda Jazz needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Honda,City,Corporate,180,Unresponsive,3,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Honda City running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Hyundai,i10,Retail,180,Delayed Pickup,3,"['Email', 'SMS']",Dear valued Retail customer: Keep your Hyundai i10 running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Figo,Fleet,91,Average,1,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Ford Figo. Service due in 91 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Honda,Amaze,Retail,-143,Unresponsive,4,"['Email', 'SMS']",Dear valued Retail customer: Keep your Honda Amaze running smooth—service is due in -143. Tap here to confirm your spot with AutoMoto AI!,2
Toyota,Yaris,Corporate,180,Poor Service,4,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Toyota Yaris running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Toyota,Yaris,Fleet,180,Delayed Pickup,3,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Toyota Yaris running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Baleno,Fleet,180,Delayed Pickup,4,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Maruti Baleno running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Figo,Fleet,180,Poor Service,1,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Ford Figo running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI! (Apology: You're eligible for our priority care and a 15% recovery discount.),2
Toyota,Innova,Corporate,180,Satisfied,1,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Toyota Innova. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Hyundai,Creta,Fleet,-143,Unresponsive,3,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Hyundai Creta. Service due in -143 days. Book via AutoMoto AI for an extra 10% off!,0
Maruti,Dzire,Fleet,91,Smooth Process,4,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Maruti Dzire. Service due in 91 days. Book via AutoMoto AI for an extra 10% off!,0
Maruti,Swift,Corporate,180,Unresponsive,3,"['WhatsApp', 'Email']",Hello Corporate customer! Your Maruti Swift needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Honda,City,Corporate,180,Poor Service,3,"['WhatsApp', 'Email']",Hello Corporate customer! Your Honda City needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Ford,Figo,Fleet,180,Delayed Pickup,4,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Ford Figo running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Hyundai,i20,Retail,416,Average,1,"['WhatsApp', 'Email']",Hello Retail customer! Your Hyundai i20 needs maintenance in 416 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Honda,Amaze,Retail,180,Satisfied,1,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Honda Amaze. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Ford,Figo,Fleet,180,Unresponsive,3,"['WhatsApp', 'Email']",Hello Fleet customer! Your Ford Figo needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Maruti,Swift,Corporate,62,Delayed Pickup,1,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Maruti Swift. Service due in 62 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Hyundai,i10,Corporate,180,Delayed Pickup,1,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Hyundai i10. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Maruti,Baleno,Corporate,-27,Poor Service,1,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Maruti Baleno. Service due in -27 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Hyundai,i20,Retail,180,Poor Service,2,"['Email', 'SMS']",Dear valued Retail customer: Keep your Hyundai i20 running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI! (Apology: You're eligible for our priority care and a 15% recovery discount.),2
Toyota,Yaris,Corporate,416,Poor Service,3,"['WhatsApp', 'Email']",Hello Corporate customer! Your Toyota Yaris needs maintenance in 416 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Maruti,Swift,Corporate,2,Satisfied,3,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Maruti Swift. Service due in 2 days. Book via AutoMoto AI for an extra 10% off!,0
Toyota,Etios,Corporate,180,Delayed Pickup,4,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Toyota Etios running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Honda,City,Corporate,-143,Unresponsive,4,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Honda City running smooth—service is due in -143. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Dzire,Fleet,180,Poor Service,1,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Maruti Dzire running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI! (Apology: You're eligible for our priority care and a 15% recovery discount.),2
Maruti,Baleno,Retail,180,Unresponsive,5,"['Email', 'SMS']",Dear valued Retail customer: Keep your Maruti Baleno running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Swift,Fleet,34,Average,4,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Maruti Swift running smooth—service is due in 34. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Aspire,Retail,180,Unresponsive,4,"['Email', 'SMS']",Dear valued Retail customer: Keep your Ford Aspire running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,EcoSport,Retail,180,Poor Service,2,"['Email', 'SMS']",Dear valued Retail customer: Keep your Ford EcoSport running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI! (Apology: You're eligible for our priority care and a 15% recovery discount.),2
Maruti,Swift,Retail,2,Poor Service,3,"['Email', 'SMS']",Dear valued Retail customer: Keep your Maruti Swift running smooth—service is due in 2. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Figo,Retail,180,Delayed Pickup,2,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Ford Figo. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Hyundai,Creta,Corporate,180,Poor Service,3,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Hyundai Creta running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Figo,Fleet,180,Unresponsive,5,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Ford Figo running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Hyundai,Creta,Fleet,387,Delayed Pickup,4,"['WhatsApp', 'Email']",Hello Fleet customer! Your Hyundai Creta needs maintenance in 387 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Maruti,Dzire,Corporate,358,Delayed Pickup,4,"['WhatsApp', 'Email']",Hello Corporate customer! Your Maruti Dzire needs maintenance in 358 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Honda,Amaze,Corporate,32,Poor Service,4,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Honda Amaze running smooth—service is due in 32. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Figo,Corporate,180,Poor Service,3,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Ford Figo running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Toyota,Yaris,Fleet,180,Poor Service,4,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Toyota Yaris running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Honda,City,Fleet,180,Unresponsive,5,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Honda City running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Baleno,Retail,2,Poor Service,3,"['Email', 'SMS']",Dear valued Retail customer: Keep your Maruti Baleno running smooth—service is due in 2. Tap here to confirm your spot with AutoMoto AI!,2
Honda,Jazz,Fleet,-57,Smooth Process,2,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Honda Jazz. Service due in -57 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Ford,Figo,Fleet,180,Poor Service,3,"['WhatsApp', 'Email']",Hello Fleet customer! Your Ford Figo needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Maruti,Baleno,Corporate,180,Poor Service,4,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Maruti Baleno running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Toyota,Yaris,Retail,151,Delayed Pickup,4,"['Email', 'SMS']",Dear valued Retail customer: Keep your Toyota Yaris running smooth—service is due in 151. Tap here to confirm your spot with AutoMoto AI!,2
Hyundai,i20,Fleet,180,Delayed Pickup,3,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Hyundai i20 running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Baleno,Retail,180,Poor Service,3,"['Email', 'SMS']",Dear valued Retail customer: Keep your Maruti Baleno running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Figo,Corporate,239,Poor Service,3,"['WhatsApp', 'Email']",Hello Corporate customer! Your Ford Figo needs maintenance in 239 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Honda,City,Fleet,-27,Satisfied,3,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Honda City. Service due in -27 days. Book via AutoMoto AI for an extra 10% off!,0
Maruti,Baleno,Retail,-27,Average,3,"['Email', 'SMS']",Dear valued Retail customer: Keep your Maruti Baleno running smooth—service is due in -27. Tap here to confirm your spot with AutoMoto AI!,2
Honda,City,Corporate,180,Smooth Process,1,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Honda City. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Toyota,Yaris,Corporate,121,Delayed Pickup,5,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Toyota Yaris running smooth—service is due in 121. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Figo,Retail,121,Poor Service,1,"['WhatsApp', 'Email']",Hello Retail customer! Your Ford Figo needs maintenance in 121 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Hyundai,i20,Retail,180,Smooth Process,2,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Hyundai i20. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Maruti,Dzire,Fleet,35,Delayed Pickup,2,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Maruti Dzire. Service due in 35 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Toyota,Etios,Fleet,180,Delayed Pickup,4,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Toyota Etios running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Swift,Retail,180,Unresponsive,5,"['WhatsApp', 'Email']",Hello Retail customer! Your Maruti Swift needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Ford,Figo,Fleet,180,Average,2,"['WhatsApp', 'Email']",Hello Fleet customer! Your Ford Figo needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Honda,Amaze,Retail,180,Delayed Pickup,5,"['Email', 'SMS']",Dear valued Retail customer: Keep your Honda Amaze running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Swift,Retail,2,Satisfied,4,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Maruti Swift. Service due in 2 days. Book via AutoMoto AI for an extra 10% off!,0
Ford,Figo,Retail,445,Unresponsive,4,"['WhatsApp', 'Email']",Hello Retail customer! Your Ford Figo needs maintenance in 445 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Maruti,Dzire,Fleet,180,Poor Service,3,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Maruti Dzire running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Hyundai,Creta,Retail,180,Delayed Pickup,3,"['WhatsApp', 'Email']",Hello Retail customer! Your Hyundai Creta needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Honda,City,Retail,180,Average,2,"['Email', 'SMS']",Dear valued Retail customer: Keep your Honda City running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI! (Apology: You're eligible for our priority care and a 15% recovery discount.),2
Hyundai,i20,Corporate,180,Poor Service,4,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Hyundai i20 running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Hyundai,i10,Corporate,180,Unresponsive,3,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Hyundai i10 running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Toyota,Etios,Corporate,209,Smooth Process,1,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Toyota Etios. Service due in 209 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Honda,Jazz,Retail,180,Delayed Pickup,5,"['Email', 'SMS']",Dear valued Retail customer: Keep your Honda Jazz running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Aspire,Retail,387,Satisfied,2,"['WhatsApp', 'Email']",Hello Retail customer! Your Ford Aspire needs maintenance in 387 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Toyota,Innova,Fleet,151,Poor Service,5,"['WhatsApp', 'Email']",Hello Fleet customer! Your Toyota Innova needs maintenance in 151 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Ford,Figo,Retail,180,Delayed Pickup,3,"['Email', 'SMS']",Dear valued Retail customer: Keep your Ford Figo running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Honda,Amaze,Fleet,180,Delayed Pickup,3,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Honda Amaze running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Baleno,Retail,358,Delayed Pickup,1,"['WhatsApp', 'Email']",Hello Retail customer! Your Maruti Baleno needs maintenance in 358 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Maruti,Baleno,Corporate,-84,Smooth Process,4,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Maruti Baleno. Service due in -84 days. Book via AutoMoto AI for an extra 10% off!,0
Toyota,Yaris,Corporate,180,Unresponsive,2,"['WhatsApp', 'Email']",Hello Corporate customer! Your Toyota Yaris needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Toyota,Innova,Corporate,180,Unresponsive,3,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Toyota Innova running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Aspire,Corporate,93,Average,3,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Ford Aspire running smooth—service is due in 93. Tap here to confirm your spot with AutoMoto AI!,2
Ford,EcoSport,Fleet,180,Delayed Pickup,3,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Ford EcoSport running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Swift,Fleet,415,Poor Service,4,"['WhatsApp', 'Email']",Hello Fleet customer! Your Maruti Swift needs maintenance in 415 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Toyota,Innova,Corporate,180,Satisfied,2,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Toyota Innova. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Maruti,Swift,Retail,180,Smooth Process,1,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Maruti Swift. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Honda,Jazz,Corporate,62,Average,5,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Honda Jazz running smooth—service is due in 62. Tap here to confirm your spot with AutoMoto AI!,2
Hyundai,Creta,Corporate,180,Delayed Pickup,4,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Hyundai Creta running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Hyundai,Creta,Retail,180,Unresponsive,2,"['Email', 'SMS']",Dear valued Retail customer: Keep your Hyundai Creta running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI! (Apology: You're eligible for our priority care and a 15% recovery discount.),2
Maruti,Baleno,Fleet,356,Smooth Process,2,"['WhatsApp', 'Email']",Hello Fleet customer! Your Maruti Baleno needs maintenance in 356 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Ford,EcoSport,Fleet,180,Poor Service,4,"['WhatsApp', 'Email']",Hello Fleet customer! Your Ford EcoSport needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Toyota,Innova,Corporate,180,Smooth Process,1,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Toyota Innova. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Hyundai,Creta,Fleet,180,Unresponsive,4,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Hyundai Creta running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Honda,Jazz,Retail,121,Delayed Pickup,4,"['Email', 'SMS']",Dear valued Retail customer: Keep your Honda Jazz running smooth—service is due in 121. Tap here to confirm your spot with AutoMoto AI!,2
Ford,EcoSport,Fleet,180,Poor Service,4,"['WhatsApp', 'Email']",Hello Fleet customer! Your Ford EcoSport needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Hyundai,i20,Corporate,180,Smooth Process,2,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Hyundai i20. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Honda,City,Retail,62,Smooth Process,3,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Honda City. Service due in 62 days. Book via AutoMoto AI for an extra 10% off!,0
Toyota,Yaris,Corporate,210,Poor Service,5,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Toyota Yaris running smooth—service is due in 210. Tap here to confirm your spot with AutoMoto AI!,2
Honda,City,Retail,180,Poor Service,1,"['WhatsApp', 'Email']",Hello Retail customer! Your Honda City needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Hyundai,i10,Retail,-55,Smooth Process,4,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Hyundai i10. Service due in -55 days. Book via AutoMoto AI for an extra 10% off!,0
Toyota,Innova,Corporate,237,Smooth Process,2,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Toyota Innova. Service due in 237 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Maruti,Swift,Corporate,180,Poor Service,5,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Maruti Swift running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Baleno,Retail,358,Unresponsive,4,"['WhatsApp', 'Email']",Hello Retail customer! Your Maruti Baleno needs maintenance in 358 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Honda,Amaze,Fleet,180,Unresponsive,1,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Honda Amaze. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Honda,Jazz,Fleet,180,Unresponsive,4,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Honda Jazz running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Figo,Fleet,32,Average,4,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Ford Figo running smooth—service is due in 32. Tap here to confirm your spot with AutoMoto AI!,2
Honda,Jazz,Retail,445,Satisfied,1,"['WhatsApp', 'Email']",Hello Retail customer! Your Honda Jazz needs maintenance in 445 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Maruti,Dzire,Corporate,180,Delayed Pickup,3,"['WhatsApp', 'Email']",Hello Corporate customer! Your Maruti Dzire needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Ford,Aspire,Retail,180,Delayed Pickup,3,"['Email', 'SMS']",Dear valued Retail customer: Keep your Ford Aspire running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Dzire,Fleet,91,Smooth Process,4,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Maruti Dzire. Service due in 91 days. Book via AutoMoto AI for an extra 10% off!,0
Toyota,Innova,Corporate,62,Delayed Pickup,5,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Toyota Innova running smooth—service is due in 62. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Baleno,Fleet,180,Average,1,"['WhatsApp', 'Email']",Hello Fleet customer! Your Maruti Baleno needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Hyundai,i20,Fleet,180,Poor Service,4,"['WhatsApp', 'Email']",Hello Fleet customer! Your Hyundai i20 needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Hyundai,i10,Corporate,180,Unresponsive,4,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Hyundai i10 running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Hyundai,Creta,Fleet,180,Poor Service,4,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Hyundai Creta running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Aspire,Retail,180,Poor Service,3,"['Email', 'SMS']",Dear valued Retail customer: Keep your Ford Aspire running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,EcoSport,Corporate,180,Poor Service,2,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Ford EcoSport running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI! (Apology: You're eligible for our priority care and a 15% recovery discount.),2
Ford,Figo,Retail,-86,Satisfied,5,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Ford Figo. Service due in -86 days. Book via AutoMoto AI for an extra 10% off!,0
Toyota,Etios,Corporate,180,Satisfied,2,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Toyota Etios. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Toyota,Yaris,Fleet,180,Unresponsive,3,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Toyota Yaris running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Toyota,Etios,Fleet,180,Poor Service,2,"['WhatsApp', 'Email']",Hello Fleet customer! Your Toyota Etios needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Toyota,Innova,Fleet,151,Average,2,"['WhatsApp', 'Email']",Hello Fleet customer! Your Toyota Innova needs maintenance in 151 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Ford,Aspire,Retail,180,Delayed Pickup,3,"['Email', 'SMS']",Dear valued Retail customer: Keep your Ford Aspire running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
